,V_f (m^3),work (J)
669,0.23380000000000004,-2118.4319155314015
670,0.23400000000000004,-2120.5647416431066
671,0.23420000000000002,-2122.695745607619
672,0.23440000000000003,-2124.824930535735
673,0.23460000000000003,-2126.9522995302923
674,0.23480000000000004,-2129.0778556861956
675,0.23500000000000004,-2131.2016020904452
676,0.23520000000000002,-2133.323541822163
677,0.23540000000000003,-2135.4436779526177
678,0.23560000000000003,-2137.562013545255
679,0.23580000000000004,-2139.678551655722
680,0.23600000000000004,-2141.7932953318937
681,0.23620000000000002,-2143.906247613899
682,0.23640000000000003,-2146.0174115341474
683,0.23660000000000003,-2148.126790117356
684,0.23680000000000004,-2150.2343863805745
685,0.23700000000000004,-2152.3402033332113
686,0.23720000000000002,-2154.444243977059
687,0.23740000000000003,-2156.5465113063196
688,0.23760000000000003,-2158.647008307632
689,0.23780000000000004,-2160.745737960096
690,0.23800000000000002,-2162.8427032352984
691,0.23820000000000002,-2164.937907097336
692,0.23840000000000003,-2167.0313525028437
693,0.23860000000000003,-2169.123042401019
694,0.23880000000000004,-2171.2129797336447
695,0.23900000000000002,-2173.301167435116
696,0.23920000000000002,-2175.3876084324647
697,0.23940000000000003,-2177.472305645384
698,0.23960000000000004,-2179.555261986252
699,0.23980000000000004,-2181.6364803601555
700,0.24000000000000002,-2183.715963664918
701,0.24020000000000002,-2185.7937147911202
702,0.24040000000000003,-2187.8697366221254
703,0.24060000000000004,-2189.944032034103
704,0.24080000000000004,-2192.016603896054
705,0.24100000000000002,-2194.087455069834
706,0.24120000000000003,-2196.156588410174
707,0.24140000000000003,-2198.22400676471
708,0.24160000000000004,-2200.2897129740004
709,0.24180000000000004,-2202.3537098715533
710,0.24200000000000002,-2204.416000283849
711,0.24220000000000003,-2206.4765870303618
712,0.24240000000000003,-2208.535472923586
713,0.24260000000000004,-2210.5926607690553
714,0.24280000000000004,-2212.6481533653687
715,0.24300000000000002,-2214.7019535042114
716,0.24320000000000003,-2216.7540639703793
717,0.24340000000000003,-2218.804487541801
718,0.24360000000000004,-2220.8532269895577
719,0.24380000000000004,-2222.9002850779107
720,0.24400000000000002,-2224.945664564321
721,0.24420000000000003,-2226.9893681994695
722,0.24440000000000003,-2229.031398727284
723,0.24460000000000004,-2231.071758884957
724,0.24480000000000005,-2233.1104514029703
725,0.24500000000000002,-2235.147479005116
726,0.24520000000000003,-2237.182844408518
