,T (K),U (eV),F (eV),S (eV/K)
1191,1491.0,0.054490850320462414,-0.21807060551667537,0.000182804451383356
1192,1492.0,0.05454697654516849,-0.21825342879263154,0.00018284208212579478
1193,1493.0,0.05460308548572357,-0.21843628968092696,0.00018287967607429068
1194,1494.0,0.054659177105378376,-0.21861918814478012,0.00018291723325353226
1195,1495.0,0.05471525136726996,-0.21880212414743402,0.00018295475368808323
1196,1496.0,0.054771308234876415,-0.2189850976521563,0.00018299223740264603
1197,1497.0,0.054827347671903226,-0.21916810862223932,0.00018302968442203416
1198,1498.0,0.054883369641999025,-0.21935115702100036,0.00018306709477103333
1199,1499.0,0.05493937410912508,-0.21953424281178138,0.0001831044684744848
1200,1500.0,0.05499536103747005,-0.21971736595794933,0.0001831418055573547
1201,1501.0,0.05505133039110888,-0.2199005264228961,0.00018317910604455367
1202,1502.0,0.055107282134343905,-0.22008372417003844,0.00018321636996110335
1203,1503.0,0.05516321623187537,-0.2202669591628183,0.00018325359733210866
1204,1504.0,0.055219132648289815,-0.22045023136470265,0.00018329078818264677
1205,1505.0,0.055275031348458015,-0.2206335407391836,0.00018332794253791973
1206,1506.0,0.055330912297279156,-0.2208168872497785,0.0001833650604231435
1207,1507.0,0.055386775459936644,-0.22100027086002988,0.00018340214186353399
1208,1508.0,0.05544262080167073,-0.22118369153350556,0.00018343918688445982
1209,1509.0,0.05549844828797745,-0.2213671492337988,0.00018347619551126182
1210,1510.0,0.0555542578842676,-0.22155064392452808,0.0001835131677693641
1211,1511.0,0.05561004955640669,-0.22173417556933753,0.0001835501036842324
1212,1512.0,0.05566582327023184,-0.22191774413189655,0.00018358700328133248
1213,1513.0,0.05572157899169383,-0.2221013495759002,0.00018362386658626884
1214,1514.0,0.05577731668702768,-0.2222849918650691,0.00018366069362460435
1215,1515.0,0.05583303632255365,-0.2224686709631494,0.00018369748442201295
1216,1516.0,0.055888737864648874,-0.2226523868339131,0.00018373423900416852
1217,1517.0,0.055944421279946255,-0.22283613944115774,0.00018377095739678662
1218,1518.0,0.05600008653513555,-0.2230199287487067,0.00018380763962567992
1219,1519.0,0.05605573359721916,-0.2232037547204091,0.000183844285716675
1220,1520.0,0.056111362433199474,-0.22338761732014004,0.00018388089569564003
1221,1521.0,0.05616697301024942,-0.22357151651180038,0.00018391746958849875
1222,1522.0,0.05622256529574088,-0.22375545225931703,0.00018395400742123036
1223,1523.0,0.05627813925696046,-0.22393942452664284,0.00018399050921977245
1224,1524.0,0.05633369486164952,-0.22412343327775658,0.00018402697501021525
1225,1525.0,0.05638923207766311,-0.22430747847666327,0.00018406340481863515
1226,1526.0,0.05644475087279943,-0.22449156008739385,0.00018409979867117787
1227,1527.0,0.05650025121502722,-0.22467567807400562,0.00018413615659403082
1228,1528.0,0.05655573307265627,-0.2248598324005819,0.0001841724786133675
1229,1529.0,0.056611196413967946,-0.22504402303123236,0.00018420876475547243
1230,1530.0,0.05666664120744258,-0.22522824993009286,0.00018424501504661628
1231,1531.0,0.05672206742161734,-0.2254125130613256,0.00018428122951315296
1232,1532.0,0.05677747502534203,-0.22559681238911916,0.00018431740818150577
1233,1533.0,0.056832863987494875,-0.2257811478776886,0.00018435355107807028
1234,1534.0,0.05688823427698253,-0.2259655194912753,0.00018438965822924203
1235,1535.0,0.05694358586313797,-0.2261499271941471,0.00018442572966155535
1236,1536.0,0.056998918715123637,-0.2263343709505984,0.00018446176540157233
1237,1537.0,0.057054232802556726,-0.22651885072495023,0.00018449776547584118
1238,1538.0,0.05710952809491232,-0.2267033664815501,0.00018453372991102113
1239,1539.0,0.05716480456189288,-0.22688791818477227,0.00018456965873368814
1240,1540.0,0.057220062173314545,-0.22707250579901747,0.00018460555197054307
1241,1541.0,0.05727530089941979,-0.22725712928871336,0.00018464140964839781
1242,1542.0,0.057330520710138444,-0.22744178861831427,0.00018467723179395323
1243,1543.0,0.057385721575826665,-0.22762648375230127,0.00018471301843399346
1244,1544.0,0.05744090346686903,-0.22781121465518225,0.00018474876959541364
1245,1545.0,0.057496066353706965,-0.2279959812914921,0.00018478448530499791
1246,1546.0,0.05755121020717979,-0.22818078362579225,0.00018482016558971082
1247,1547.0,0.05760633499812684,-0.22836562162267152,0.00018485581047653077
1248,1548.0,0.05766144069733059,-0.2285504952467453,0.00018489141999235292
1249,1549.0,0.05771652727602827,-0.22873540446265622,0.00018492699416426672
1250,1550.0,0.05777159470548554,-0.22892034923507384,0.0001849625330193061
1251,1551.0,0.057826642956797514,-0.22910532952869483,0.00018499803658446334
1252,1552.0,0.057881672001741435,-0.22929034530824277,0.00018503350488696668
1253,1553.0,0.05793668181181033,-0.22947539653846877,0.00018506893795401658
1254,1554.0,0.057991672358809865,-0.2296604831841508,0.00018510433581263308
1255,1555.0,0.058046643614602544,-0.22984560521009403,0.0001851396984901138
1256,1556.0,0.058101595551164564,-0.23003076258113103,0.00018517502601370084
1257,1557.0,0.058156528140727914,-0.23021595526212144,0.0001852103184106918
1258,1558.0,0.05821144135558143,-0.23040118321795242,0.0001852455757083843
